Date;Price;Open;High;Low;Vol.;Percentage_diff;Target;Price_gold;Price_copper;Price_aluminium;Trend;Residuals;EMA_7d;HT_TRENDLINE;BBANDS_upper_band;BBANDS_middle_band;BBANDS_lower_band;PSAR;ADX_PDM;ATR;Linearregression;Linearintercept;STDDEV;Price_SP500;Price_NASDAQ;Price_DJ;Comprar_EMA_7d_ET;Mantener_posicion_EMA_7d_ET;Vender_EMA_7d_ET;Comprar_HTTL_ET;Mantener_posicion_HTTL_ET;Vender_HTTL_ET;Comprar_PSAR_ET;Mantener_posicion_PSAR_ET;Vender_PSAR_ET
2016-10-17;637.4;640.1;641.3;634.9;27690.0;-0.43;0.0;1255.1;2.16;1657.0;635.0142857142856;-10.440836951679232;634.7772676244418;614.7277855072464;640.5312113538392;637.5999999999998;634.6687886461604;601.9042241318913;32.867658106798146;8.66170997616598;643.6657142857142;608.2057142857144;1.4656056769197254;2126.5;5199.82;18086.4;0;1;0;0;1;0;0;1;0
2016-10-18;635.3;637.4;639.3;632.2;24600.0;-0.32;0.0;1261.5;2.1615;1642.0;633.9571428571428;0.4041290347154981;634.9079507183313;615.3746222222223;640.639935483363;637.5399999999997;634.4400645166364;603.5280551666157;30.51996824202685;8.550159263582689;643.654285714286;611.9742857142855;1.5499677416816429;2139.6;5243.84;18161.94;0;1;0;0;1;0;0;1;0
2016-10-19;629.1;635.3;637.3;624.1;35290.0;-0.99;0.0;1268.4;2.16;1631.75;636.6;-35.312027427869616;633.4559630387485;615.9571111111112;643.1354333659639;635.7799999999997;628.4245666340356;605.086932959951;28.3399705104535;8.882290744755348;641.6971428571428;616.4028571428572;3.677716682982066;2144.29;5246.41;18202.62;0;0;1;0;1;0;0;1;0
2016-10-20;628.3;629.1;630.8;625.5;20940.0;-0.11;0.0;1266.1;2.152;1612.25;638.4428571428571;13.000669584427008;632.1669722790614;616.6360000000001;643.2899513512806;634.0399999999997;624.7900486487189;606.583455641553;26.315686902563964;8.626412834415678;638.9257142857145;621.6457142857141;4.624975675640446;2141.34;5241.83;18162.35;0;1;0;0;1;0;0;1;0
2016-10-21;630.5;628.3;633.3;627.6;28090.0;0.34;1.0;1266.4;2.1465;1625.25;640.3142857142858;5.359203686903918;631.7502292092961;617.8194482758621;639.2937298527874;632.1199999999998;624.9462701472122;608.0201174158908;26.93599498095225;8.417383346243124;636.9399999999997;625.7028571428574;3.586864926393773;2141.16;5257.4;18145.71;0;1;0;0;1;0;0;1;0
2016-10-22;655.5;630.5;659.9;629.7;37100.0;3.97;1.0;1266.4;2.1465;1625.25;642.5571428571428;12.894018753072936;637.6876719069721;619.5924433497537;656.0880121879404;635.7399999999998;615.3919878120591;609.3993127192551;51.61199533945569;9.97328453579718;641.2114285714288;626.8314285714284;10.174006093970297;2141.16;5257.4;18145.71;1;0;0;0;1;0;0;1;0
2016-10-23;653.0;655.5;661.2;648.8;21910.0;-0.37;0.0;1266.4;2.1465;1625.25;649.0714285714284;7.237700463286828;641.515753930229;621.7888484765554;663.8174489301774;639.2799999999997;614.7425510698221;612.4293539560998;49.22542424378035;10.146621354668818;643.4885714285715;629.8685714285714;12.268724465088832;2141.16;5257.4;18145.71;0;1;0;0;1;0;0;1;0
2016-10-24;650.5;653.0;654.3;645.7;33240.0;-0.39;0.0;1262.4;2.148;1630.5;656.7857142857142;-19.11226552310781;643.7618154476718;624.2072479053514;666.9398545761335;643.5599999999997;620.180145423866;616.3310056396118;45.70932251208176;10.036148400763896;644.2742857142858;633.8257142857143;11.68992728806687;2151.33;5309.83;18223.03;0;1;0;0;1;0;0;1;0
2016-10-25;651.0;650.5;662.5;647.7;36740.0;0.08;1.0;1272.2;2.1915;1669.0;664.7428571428571;-14.681585250998792;645.5713615857538;626.7313396418397;666.0488161169776;648.0999999999998;630.151183883022;619.9205251884429;50.64437090407596;10.376423514995045;647.5542857142862;632.0457142857139;8.974408058488876;2143.16;5283.4;18169.27;0;1;0;0;1;0;0;1;0
2016-10-26;674.7;651.0;678.4;651.4;47670.0;3.64;1.0;1265.2;2.199;1679.5;673.2428571428571;-26.354884570726703;652.8535211893154;629.2340934472934;675.0457338984269;656.9399999999998;638.8342661015728;624.1784726695986;62.92691583949909;11.592393263923968;655.9857142857146;629.142857142857;9.052866949213517;2139.43;5250.27;18199.33;0;1;0;0;1;0;0;1;0
2016-10-27;682.3;674.7;687.9;672.3;46560.0;1.13;1.0;1268.2;2.218;1699.5;679.5714285714284;25.87209815585563;660.2151408919865;632.2657282051282;689.239636226212;662.2999999999998;635.3603637737876;630.6850559492467;67.93213613667773;11.878650887929398;665.208571428571;626.5914285714288;13.469818113106117;2133.04;5215.97;18169.68;0;1;0;0;1;0;0;1;0
2016-10-28;686.2;682.3;688.4;678.6;38970.0;0.58;1.0;1276.8;2.244;1720.0;686.4571428571428;14.916346544046966;666.7113556689899;635.9180413043478;699.5530952371804;668.9399999999998;638.3269047628193;638.6951481163521;63.5798406983436;11.730175824505864;674.4285714285712;624.2714285714288;15.30654761859031;2126.41;5190.1;18161.19;0;1;0;0;1;0;0;1;0
2016-10-29;715.0;686.2;720.2;685.2;54030.0;4.18;1.0;1276.8;2.244;1720.0;697.2857142857142;17.665447324501535;678.7835167517424;640.0531637681158;723.0311835227036;681.8399999999998;640.648816477296;646.6479244177358;90.83842350560484;13.392306122755446;689.5457142857146;620.2971428571426;20.5955917613519;2126.41;5190.1;18161.19;0;1;0;0;1;0;0;1;0
2016-10-30;697.3;715.0;714.9;689.5;39330.0;-2.47;0.0;1276.8;2.244;1720.0;705.6857142857143;-5.076585250999088;683.4126375638068;644.6345866271411;719.1008571297535;691.0999999999998;663.099142870246;659.8872980225434;84.34996468377594;14.257141399701483;698.3257142857137;619.6885714285719;14.000428564876888;2126.41;5190.1;18161.19;0;1;0;0;1;0;0;1;0
2016-10-31;698.7;697.3;707.2;682.2;38050.0;0.2;1.0;1273.1;2.254;1735.25;706.0571428571429;-20.18369409453648;687.2344781728551;649.6415255034821;718.7676190278036;695.8999999999999;673.0323809721962;670.7435843784856;78.32496720636337;15.024488442579951;705.4457142857144;621.3257142857143;11.433809513901863;2126.15;5189.14;18142.42;0;1;0;0;1;0;0;1;0
2016-11-01;726.8;698.7;734.4;695.2;68070.0;4.02;1.0;1288.0;2.279;1736.5;708.3285714285713;17.53270046328699;697.1258586296414;654.8216905702992;733.4699843041603;704.7999999999998;676.1300156958393;679.6457391903582;99.93032669162308;16.75131069668138;717.7400000000001;622.1028571428569;14.33499215208024;2111.72;5153.58;18037.1;0;1;0;0;1;0;0;1;0
2016-11-02;733.5;726.8;735.8;718.1;39040.0;0.93;1.0;1308.2;2.281;1727.5;706.4857142857142;-0.7977417135837683;706.219393972231;659.9432034632034;743.3492694992653;714.2599999999999;685.1707305007344;682.2;94.19244621364996;16.81907421834699;728.2571428571423;626.5000000000003;14.54463474963276;2097.94;5105.57;17959.64;0;1;0;0;1;0;0;1;0
2016-11-03;684.9;733.5;744.4;670.4;96410.0;-6.63;0.0;1303.3;2.2955;1732.5;708.2857142857143;-0.2421875584302384;700.8895454791733;663.3896904761905;745.527981978119;708.2399999999999;670.9520180218808;744.4;87.4644143412464;20.90342605989364;723.1800000000004;639.6628571428568;18.643990989059542;2088.66;5058.41;17930.67;0;0;1;0;1;0;0;0;1
2016-11-04;702.1;684.9;706.6;681.3;48240.0;2.51;1.0;1304.5;2.311;1722.0;709.2428571428571;8.03063225833261;701.19215910938;666.4015238095237;745.5472144737471;709.1999999999999;672.8527855262528;744.4;81.21695617401451;21.21746705561552;721.2228571428568;651.8485714285717;18.1736072368736;2085.18;5046.37;17888.28;1;0;0;0;1;0;0;1;0
2016-11-05;702.1;702.1;706.4;694.0;22020.0;0.0;0.0;1304.5;2.311;1722.0;706.9714285714285;-4.920266961212754;701.419119332035;668.5992878787878;745.5366739896019;709.8799999999999;674.2233260103978;744.4;75.41574501872776;20.58764798021441;720.7914285714288;658.9371428571425;17.828336994801017;2085.18;5046.37;17888.28;0;1;0;0;1;0;0;1;0
2016-11-06;709.9;702.1;714.1;697.6;25810.0;1.11;1.0;1304.5;2.311;1722.0;705.242857142857;7.966271891858227;703.5393394990263;670.4416685488424;738.0701124483418;706.4999999999999;674.929887551658;742.92;77.72890608881868;20.295673124484807;720.677142857143;667.18;15.785056224170948;2085.18;5046.37;17888.28;0;1;0;0;1;0;0;1;0
