Date;Price;Open;High;Low;Vol.;Percentage_diff;Target;EMA_7d;HT_TRENDLINE;BBANDS_upper_band;BBANDS_middle_band;BBANDS_lower_band;PSAR;EMA_7d_ET;HTTL_ET;PSAR_ET;Trend;Residuals
2010-08-29;0.1;0.1;0.1;0.1;3170.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;3.979104706265843
2010-08-30;0.1;0.1;0.1;0.0;34190.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.1;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-8.917886183738732
2010-08-31;0.1;0.1;0.1;0.1;14890.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-1.1506861837385767
2010-09-01;0.1;0.1;0.1;0.1;7170.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-19.57523121340544
2010-09-02;0.1;0.1;0.1;0.1;8150.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.002;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;15.128693934928641
2010-09-03;0.1;0.1;0.1;0.1;890.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.00396;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;10.352267645563012
2010-09-04;0.1;0.1;0.1;0.1;3300.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.0058808;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;0.1837372941252513
2010-09-05;0.1;0.1;0.1;0.1;8460.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.007763184;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;3.979104706265843
2010-09-06;0.1;0.1;0.1;0.1;910.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.00960792032;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-8.917886183738732
2010-09-07;0.1;0.1;0.1;0.1;3460.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.0114157619136;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-1.1506861837385767
2010-09-08;0.1;0.1;0.1;0.1;2350.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.013187446675328;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-19.57523121340544
2010-09-09;0.1;0.1;0.1;0.1;1730.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.0149236977418214;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;15.128693934928641
2010-09-10;0.1;0.1;0.1;0.1;4940.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.016625223786985;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;10.352267645563012
2010-09-11;0.1;0.1;0.1;0.1;7750.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.0182927193112453;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;0.1837372941252513
2010-09-12;0.1;0.1;0.1;0.1;790.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.0199268649250204;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;3.979104706265843
2010-09-13;0.1;0.1;0.1;0.1;10080.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.02152832762652;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-8.917886183738732
2010-09-14;0.1;0.1;0.2;0.1;14020.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.0230977610739896;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-1.1506861837385767
2010-09-15;0.1;0.1;0.1;0.1;3650.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.03017385063103;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-19.57523121340544
2010-09-16;0.1;0.1;0.1;0.1;730.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.0369668966057888;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;15.128693934928641
2010-09-17;0.1;0.1;0.1;0.1;7260.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.0434882207415572;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;10.352267645563012
2010-09-18;0.1;0.1;0.1;0.1;7090.0;0.0;0.0;0.0999999999999999;;0.1;0.1;0.1;0.0497486919118949;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;0.1837372941252513
2010-09-19;0.1;0.1;0.1;0.1;12850.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.0557587442354191;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;3.979104706265843
2010-09-20;0.1;0.1;0.1;0.1;14310.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.0615283944660024;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-8.917886183738732
2010-09-21;0.1;0.1;0.1;0.1;5740.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.0670672586873623;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-1.1506861837385767
2010-09-22;0.1;0.1;0.1;0.1;11560.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.0723845683398678;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-19.57523121340544
2010-09-23;0.1;0.1;0.1;0.1;15510.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.0774891856062731;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;15.128693934928641
2010-09-24;0.1;0.1;0.1;0.1;680.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.0823896181820221;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;10.352267645563012
2010-09-25;0.1;0.1;0.1;0.1;2150.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.0870940334547413;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;0.1837372941252513
2010-09-26;0.1;0.1;0.1;0.1;12060.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.0916102721165516;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;3.979104706265843
2010-09-27;0.1;0.1;0.1;0.1;10750.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.0959458612318895;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-8.917886183738732
2010-09-28;0.1;0.1;0.1;0.1;7090.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.2;Mantener_posicion;Mantener_posicion;Vender;0.1;-1.1506861837385767
2010-09-29;0.1;0.1;0.1;0.1;23480.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.198;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-19.57523121340544
2010-09-30;0.1;0.1;0.1;0.1;7920.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.19604;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;15.128693934928641
2010-10-01;0.1;0.1;0.1;0.1;1720.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.1941192;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;10.352267645563012
2010-10-02;0.1;0.1;0.1;0.1;13060.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.192236816;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;0.1837372941252513
2010-10-03;0.1;0.1;0.1;0.1;7170.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.19039207968;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;3.979104706265843
2010-10-04;0.1;0.1;0.1;0.1;34000.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.1885842380864;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-8.917886183738732
2010-10-05;0.1;0.1;0.1;0.1;27530.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.186812553324672;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-1.1506861837385767
2010-10-06;0.1;0.1;0.1;0.1;33430.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.1850763022581785;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-19.57523121340544
2010-10-07;0.1;0.1;0.1;0.1;43690.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.1833747762130149;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;15.128693934928641
2010-10-08;0.1;0.1;0.1;0.0;139290.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.1817072806887547;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;10.352267645563012
2010-10-09;0.1;0.1;0.1;0.1;187850.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.1744389894612045;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;0.1837372941252513
2010-10-10;0.1;0.1;0.1;0.1;50680.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.1674614298827563;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;3.979104706265843
2010-10-11;0.1;0.1;0.1;0.1;14090.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.160762972687446;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-8.917886183738732
2010-10-12;0.1;0.1;0.1;0.1;25660.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.1543324537799482;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-1.1506861837385767
2010-10-13;0.1;0.1;0.1;0.1;47560.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.1481591556287503;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-19.57523121340544
2010-10-14;0.1;0.1;0.1;0.1;37220.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.1422327894036003;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;15.128693934928641
2010-10-15;0.1;0.1;0.1;0.1;24640.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.1365434778274562;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;10.352267645563012
2010-10-16;0.1;0.1;0.1;0.1;6290.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.131081738714358;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;0.1837372941252513
2010-10-17;0.1;0.1;0.1;0.1;18220.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.1258384691657837;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;3.979104706265843
2010-10-18;0.1;0.1;0.1;0.1;25670.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.1208049303991523;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-8.917886183738732
2010-10-19;0.1;0.1;0.1;0.1;6240.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.1159727331831862;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-1.1506861837385767
2010-10-20;0.1;0.1;0.1;0.1;31860.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.1113338238558588;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-19.57523121340544
2010-10-21;0.1;0.1;0.1;0.1;44870.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.1068804709016244;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;15.128693934928641
2010-10-22;0.1;0.1;0.1;0.1;34600.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.1026052520655594;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;10.352267645563012
2010-10-23;0.1;0.1;0.1;0.1;4420.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.0;Mantener_posicion;Mantener_posicion;Comprar;0.11428571428571428;0.16945157983953701
2010-10-24;0.1;0.1;0.2;0.1;13800.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.002;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.12857142857142856;3.9505332776944146
2010-10-25;0.1;0.1;0.2;0.1;30300.0;0.0;0.0;0.0999999999999999;0.1;0.1;0.1;0.1;0.00992;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.14285714285714285;-8.960743326595875
2010-10-26;0.2;0.1;0.2;0.1;19220.0;0.0;0.0;0.125;0.1012903225806452;0.2;0.12;0.04;0.0175232;Mantener_posicion;Comprar;Mantener_posicion;0.15714285714285714;-1.1078290408814337
2010-10-27;0.2;0.2;0.2;0.2;65610.0;0.0;0.0;0.14375;0.1034677419354839;0.237979589711327;0.14;0.042020410288673;0.024822272;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.17142857142857143;-19.546659784834013
2010-10-28;0.2;0.2;0.2;0.2;21530.0;0.0;0.0;0.1578125;0.1062701612903226;0.2579795897113269;0.16;0.0620204102886732;0.03182938112;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.18571428571428572;15.142979649214356
2010-10-29;0.2;0.2;0.2;0.2;28690.0;0.0;0.0;0.168359375;0.1092335654936462;0.2599999999999994;0.18;0.1000000000000006;0.0385562058752;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.2;10.352267645563012
2010-10-30;0.2;0.2;0.2;0.2;26710.0;0.0;0.0;0.17626953125;0.1121969696969697;0.2000000000000001;0.2000000000000001;0.2000000000000001;0.045013957640192;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.2;0.1837372941252513
2010-10-31;0.2;0.2;0.2;0.2;40340.0;0.0;0.0;0.1822021484375;0.1149660204991088;0.2000000000000001;0.2000000000000001;0.2000000000000001;0.0512133993345843;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.2;3.979104706265843
2010-11-01;0.2;0.2;0.2;0.2;21260.0;0.0;0.0;0.186651611328125;0.1177718360071301;0.2000000000000001;0.2000000000000001;0.2000000000000001;0.0571648633612009;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.2;-8.917886183738732
2010-11-02;0.2;0.2;0.2;0.2;5850.0;0.0;0.0;0.1899887084960937;0.1209180035650624;0.2000000000000001;0.2000000000000001;0.2000000000000001;0.0628782688267529;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.21428571428571427;-1.164971898024291
2010-11-03;0.2;0.2;0.3;0.1;61470.0;0.0;0.0;0.1924915313720703;0.1240641711229946;0.2000000000000001;0.2000000000000001;0.2000000000000001;0.0683631380736827;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.24285714285714283;-19.618088356262586
2010-11-04;0.2;0.2;0.2;0.2;29700.0;0.0;0.0;0.1943686485290527;0.1275891265597148;0.2000000000000001;0.2000000000000001;0.2000000000000001;0.0822613497892618;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.2571428571428571;15.071551077785784
2010-11-05;0.3;0.2;0.3;0.2;36620.0;0.0;0.0;0.2207764863967895;0.1327376588465298;0.299999999999999;0.2200000000000001;0.1400000000000012;0.0953256688019061;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.2571428571428571;10.395124788420155
2010-11-06;0.4;0.3;0.5;0.2;32760.0;50.0;1.0;0.2655823647975922;0.1405901759530791;0.4199999999999992;0.2600000000000001;0.1000000000000009;0.1076061286737917;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.2571428571428571;0.3265944369823942
2010-11-07;0.3;0.4;0.5;0.3;77220.0;0.0;0.0;0.2741867735981941;0.1501526497695852;0.4296662954709566;0.2800000000000001;0.1303337045290436;0.1389976383798884;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.2571428571428571;4.021961849122986
2010-11-08;0.2;0.3;0.4;0.2;118200.0;-28.53;0.0;0.2556400801986456;0.1577995391705068;0.4296662954709566;0.2800000000000001;0.1303337045290436;0.1678778273094973;Vender;Mantener_posicion;Mantener_posicion;0.2571428571428572;-8.975029040881589
2010-11-09;0.2;0.2;0.3;0.2;47980.0;0.0;0.0;0.2417300601489841;0.1645767195767195;0.4296662954709566;0.2800000000000001;0.1303337045290436;0.1944476011247375;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.2571428571428572;-1.2078290408814338
2010-11-10;0.2;0.2;0.2;0.1;30390.0;0.0;0.0;0.2312975451117381;0.1708089133089133;0.4199999999999992;0.2600000000000001;0.1000000000000009;0.5;Mantener_posicion;Mantener_posicion;Vender;0.24285714285714283;-19.618088356262586
2010-11-11;0.2;0.2;0.2;0.2;5030.0;0.0;0.0;0.2234731588338036;0.1758872608872608;0.2999999999999985;0.2200000000000001;0.1400000000000018;0.492;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.24285714285714283;15.085836792071499
2010-11-12;0.3;0.2;0.3;0.2;40720.0;0.0;0.0;0.2426048691253527;0.1820370370370369;0.2999999999999985;0.2200000000000001;0.1400000000000018;0.48416;Comprar;Mantener_posicion;Mantener_posicion;0.2571428571428571;10.395124788420155
2010-11-13;0.3;0.3;0.3;0.3;21920.0;0.0;0.0;0.2569536518440145;0.1888461538461538;0.3379795897113254;0.2400000000000001;0.1420204102886749;0.4764768;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.2571428571428571;0.22659443698239418
2010-11-14;0.3;0.3;0.3;0.3;16840.0;0.0;0.0;0.2677152388830109;0.1961538461538461;0.357979589711325;0.2600000000000002;0.1620204102886753;0.468947264;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.2571428571428571;4.021961849122986
2010-11-15;0.3;0.3;0.3;0.3;8510.0;0.0;0.0;0.2757864291622581;0.2006593406593406;0.3599999999999965;0.2800000000000002;0.2000000000000039;0.46156831872;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.2714285714285714;-8.889314755167304
2010-11-16;0.2;0.3;0.3;0.2;33930.0;0.0;0.0;0.2568398218716936;0.2028353543008715;0.3599999999999965;0.2800000000000002;0.2000000000000039;0.4543369523456;Vender;Vender;Mantener_posicion;0.2714285714285714;-1.222114755167148
2010-11-17;0.2;0.2;0.3;0.2;32870.0;0.0;0.0;0.2426298664037702;0.2048920045471769;0.357979589711325;0.2600000000000002;0.1620204102886753;0.447250213298688;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.2714285714285714;-19.646659784834014
2010-11-18;0.3;0.2;0.3;0.2;37450.0;0.0;0.0;0.2569723998028276;0.2102586206896551;0.357979589711325;0.2600000000000002;0.1620204102886753;0.4403052090327142;Comprar;Comprar;Mantener_posicion;0.2714285714285714;15.15726536350007
2010-11-19;0.3;0.3;0.3;0.3;2160.0;0.0;0.0;0.2677292998521207;0.2189331326400292;0.357979589711325;0.2600000000000002;0.1620204102886753;0.4334991048520599;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.2714285714285714;10.38083907413444
2010-11-20;0.3;0.3;0.3;0.3;14650.0;0.0;0.0;0.2757969748890905;0.2300730495558082;0.357979589711325;0.2600000000000002;0.1620204102886753;0.4268291227550188;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.28571428571428564;0.19802300841096565
