Date;Price;Open;High;Low;Vol.;Percentage_diff;Target;ADX;ADX_MDI;ADX_MDM;ADX_DX;ADX_PDI;ADX_PDM;Aroon_Oscillator;MACD;MACDSIGNAL;MACDHIST;MOM;ROC;RSI;STOCHRSI_fastk;ULTOSC;WILLR;ADX_ET;ADXR_ET;MACD_ET;ROC_ET;STOCHRSI_fastk_ET;Trend;Residuals
2010-08-10;0.1;0.1;0.1;0.1;1310.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-1.1506861837385767
2010-08-11;0.1;0.1;0.1;0.1;14060.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-19.57523121340544
2010-08-12;0.1;0.1;0.1;0.1;2060.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;15.128693934928641
2010-08-13;0.1;0.1;0.1;0.1;3590.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;10.352267645563012
2010-08-14;0.1;0.1;0.1;0.1;4400.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;0.1837372941252513
2010-08-15;0.1;0.1;0.1;0.1;4460.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;3.979104706265843
2010-08-16;0.1;0.1;0.1;0.1;10730.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-8.917886183738732
2010-08-17;0.1;0.1;0.1;0.1;13190.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-1.1506861837385767
2010-08-18;0.1;0.1;0.1;0.1;2950.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-19.57523121340544
2010-08-19;0.1;0.1;0.1;0.1;740.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;15.128693934928641
2010-08-20;0.1;0.1;0.1;0.1;4200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;10.352267645563012
2010-08-21;0.1;0.1;0.1;0.1;10440.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;0.1837372941252513
2010-08-22;0.1;0.1;0.1;0.1;18650.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;3.979104706265843
2010-08-23;0.1;0.1;0.1;0.1;4300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-8.917886183738732
2010-08-24;0.1;0.1;0.1;0.1;6710.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-1.1506861837385767
2010-08-25;0.1;0.1;0.1;0.1;4230.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-19.57523121340544
2010-08-26;0.1;0.1;0.1;0.1;3870.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;15.128693934928641
2010-08-27;0.1;0.1;0.1;0.1;9010.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;10.352267645563012
2010-08-28;0.1;0.1;0.1;0.1;6170.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;0.1837372941252513
2010-08-29;0.1;0.1;0.1;0.1;3170.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;3.979104706265843
2010-08-30;0.1;0.1;0.1;0.0;34190.0;0.0;0.0;7.142857142857143;100.0;100.0;100.0;0.0;0.0;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;100.0;-0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-8.917886183738732
2010-08-31;0.1;0.1;0.1;0.1;14890.0;0.0;0.0;13.775510204081632;100.0;100.0;100.0;0.0;0.0;7.142857142857143;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;100.0;-0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-1.1506861837385767
2010-09-01;0.1;0.1;0.1;0.1;7170.0;0.0;0.0;19.934402332361515;100.0;100.0;100.0;0.0;0.0;14.285714285714286;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;100.0;-0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-19.57523121340544
2010-09-02;0.1;0.1;0.1;0.1;8150.0;0.0;0.0;25.653373594335694;100.0;100.0;100.0;0.0;0.0;21.42857142857143;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;100.0;-0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;15.128693934928641
2010-09-03;0.1;0.1;0.1;0.1;890.0;0.0;0.0;30.963846909026;100.0;100.0;100.0;0.0;0.0;28.571428571428573;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;100.0;-0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;10.352267645563012
2010-09-04;0.1;0.1;0.1;0.1;3300.0;0.0;0.0;35.89500070123843;100.0;100.0;100.0;0.0;0.0;35.714285714285715;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;100.0;-0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;0.1837372941252513
2010-09-05;0.1;0.1;0.1;0.1;8460.0;0.0;0.0;40.47392922257854;100.0;100.0;100.0;0.0;0.0;42.85714285714286;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;100.0;-0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;3.979104706265843
2010-09-06;0.1;0.1;0.1;0.1;910.0;0.0;0.0;44.72579142096578;100.0;100.0;100.0;0.0;0.0;50.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;42.85714285714285;-0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-8.917886183738732
2010-09-07;0.1;0.1;0.1;0.1;3460.0;0.0;0.0;48.67394917661108;100.0;100.0;100.0;0.0;0.0;57.142857142857146;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;42.85714285714285;-0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-1.1506861837385767
2010-09-08;0.1;0.1;0.1;0.1;2350.0;0.0;0.0;52.340095663996;100.0;100.0;100.0;0.0;0.0;64.28571428571429;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;42.85714285714285;-0.0;Mantener_posicion;Comprar;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-19.57523121340544
2010-09-09;0.1;0.1;0.1;0.1;1730.0;0.0;0.0;55.744374545139145;100.0;100.0;100.0;0.0;0.0;71.42857142857143;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;42.85714285714285;-0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;15.128693934928641
2010-09-10;0.1;0.1;0.1;0.1;4940.0;0.0;0.0;58.905490649057775;100.0;100.0;100.0;0.0;0.0;78.57142857142857;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;42.85714285714285;-0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;10.352267645563012
2010-09-11;0.1;0.1;0.1;0.1;7750.0;0.0;0.0;61.84081274555365;100.0;100.0;100.0;0.0;0.0;85.71428571428572;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;42.85714285714285;-0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;0.1837372941252513
2010-09-12;0.1;0.1;0.1;0.1;790.0;0.0;0.0;64.5664689780141;100.0;100.0;100.0;0.0;0.0;92.85714285714286;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;42.85714285714285;-0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;3.979104706265843
2010-09-13;0.1;0.1;0.1;0.1;10080.0;0.0;0.0;67.09743547958452;100.0;100.0;100.0;0.0;0.0;100.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;14.285714285714285;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-8.917886183738732
2010-09-14;0.1;0.1;0.2;0.1;14020.0;0.0;0.0;65.91091763580714;24.75690716664932;24.75690716664932;50.48618566670135;75.24309283335067;0.1;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;7.142857142857142;-100.0;Comprar;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-1.1506861837385767
2010-09-15;0.1;0.1;0.1;0.1;3650.0;0.0;0.0;64.8091510665853;24.75690716664932;24.75690716664932;50.48618566670135;75.24309283335067;0.0928571428571428;-7.142857142857143;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;7.142857142857142;-100.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-19.57523121340544
2010-09-16;0.1;0.1;0.1;0.1;730.0;0.0;0.0;63.78608210945073;24.75690716664932;24.75690716664932;50.48618566670135;75.24309283335067;0.0862244897959183;-14.285714285714286;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;7.142857142857142;-100.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;15.128693934928641
2010-09-17;0.1;0.1;0.1;0.1;7260.0;0.0;0.0;62.83608950639721;24.75690716664932;24.75690716664932;50.48618566670135;75.24309283335067;0.0800655976676384;-21.42857142857143;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;7.142857142857142;-100.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;10.352267645563012
2010-09-18;0.1;0.1;0.1;0.1;7090.0;0.0;0.0;61.9539535178475;24.75690716664932;24.75690716664932;50.48618566670135;75.24309283335067;0.0743466264056643;-28.571428571428573;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;7.142857142857142;-100.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;0.1837372941252513
2010-09-19;0.1;0.1;0.1;0.1;12850.0;0.0;0.0;61.13482724276563;24.75690716664932;24.75690716664932;50.48618566670135;75.24309283335067;0.069036153090974;-35.714285714285715;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;7.142857142857142;-100.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;3.979104706265843
2010-09-20;0.1;0.1;0.1;0.1;14310.0;0.0;0.0;60.37420998733246;24.75690716664932;24.75690716664932;50.48618566670135;75.24309283335066;0.0641049992987615;-42.85714285714286;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;7.142857142857142;-100.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-8.917886183738732
2010-09-21;0.1;0.1;0.1;0.1;5740.0;0.0;0.0;59.66792253585881;24.75690716664932;24.75690716664932;50.48618566670135;75.24309283335067;0.0595260707774214;-50.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;7.142857142857142;-100.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-1.1506861837385767
2010-09-22;0.1;0.1;0.1;0.1;11560.0;0.0;0.0;59.01208418806185;24.75690716664932;24.75690716664932;50.48618566670135;75.24309283335067;0.0552742085790342;-57.142857142857146;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;7.142857142857142;-100.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-19.57523121340544
2010-09-23;0.1;0.1;0.1;0.1;15510.0;0.0;0.0;58.403091436536094;24.756907166649324;24.756907166649324;50.48618566670135;75.24309283335067;0.0513260508233889;-64.28571428571429;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;7.142857142857142;-100.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;15.128693934928641
2010-09-24;0.1;0.1;0.1;0.1;680.0;0.0;0.0;57.83759816726218;24.75690716664932;24.75690716664932;50.48618566670135;75.24309283335067;0.0476599043360039;-71.42857142857143;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;7.142857142857142;-100.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;10.352267645563012
2010-09-25;0.1;0.1;0.1;0.1;2150.0;0.0;0.0;57.31249727436498;24.75690716664932;24.75690716664932;50.48618566670135;75.24309283335067;0.0442556254548608;-78.57142857142857;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;7.142857142857142;-100.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;0.1837372941252513
2010-09-26;0.1;0.1;0.1;0.1;12060.0;0.0;0.0;56.82490358810329;24.75690716664932;24.75690716664932;50.486185666701374;75.24309283335069;0.0410945093509422;-85.71428571428572;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;7.142857142857142;-100.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;3.979104706265843
2010-09-27;0.1;0.1;0.1;0.1;10750.0;0.0;0.0;56.37213802228887;24.75690716664932;24.75690716664932;50.486185666701374;75.24309283335069;0.0381591872544463;-92.85714285714286;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;-100.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-8.917886183738732
2010-09-28;0.1;0.1;0.1;0.1;7090.0;0.0;0.0;55.95171285403262;24.75690716664932;24.75690716664932;50.486185666701374;75.24309283335069;0.0354335310219858;-100.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-1.1506861837385767
2010-09-29;0.1;0.1;0.1;0.1;23480.0;0.0;0.0;55.56131805493754;24.756907166649317;24.756907166649317;50.486185666701374;75.24309283335069;0.0329025645204154;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-19.57523121340544
2010-09-30;0.1;0.1;0.1;0.1;7920.0;0.0;0.0;55.19880859863496;24.756907166649317;24.756907166649317;50.486185666701374;75.24309283335069;0.0305523813403858;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;15.128693934928641
2010-10-01;0.1;0.1;0.1;0.1;1720.0;0.0;0.0;54.86219267492542;24.756907166649317;24.756907166649317;50.486185666701374;75.24309283335069;0.0283700683875011;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;10.352267645563012
2010-10-02;0.1;0.1;0.1;0.1;13060.0;0.0;0.0;54.54962074576656;24.756907166649317;24.756907166649317;50.486185666701374;75.2430928333507;0.026343634931251;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;0.1837372941252513
2010-10-03;0.1;0.1;0.1;0.1;7170.0;0.0;0.0;54.2593753829762;24.756907166649317;24.756907166649317;50.486185666701374;75.2430928333507;0.0244619467218759;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;3.979104706265843
2010-10-04;0.1;0.1;0.1;0.1;34000.0;0.0;0.0;53.98986183181371;24.756907166649317;24.756907166649317;50.48618566670139;75.24309283335072;0.0227146648131705;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-8.917886183738732
2010-10-05;0.1;0.1;0.1;0.1;27530.0;0.0;0.0;53.73959924859141;24.756907166649317;24.756907166649317;50.48618566670139;75.24309283335072;0.0210921887550869;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-1.1506861837385767
2010-10-06;0.1;0.1;0.1;0.1;33430.0;0.0;0.0;53.507212564170686;24.756907166649317;24.756907166649317;50.486185666701374;75.2430928333507;0.0195856038440092;0.0;-4.163336342344337e-17;-4.163336342344337e-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;Mantener_posicion;0.1;-19.57523121340544
