"Date","Price","Open","High","Low","Vol.","Change %"
"May 01, 2022","22.825","22.797","22.907","22.755","-","-1.43%"
"Apr 29, 2022","23.156","23.310","23.705","22.800","1.54K","-0.41%"
"Apr 28, 2022","23.252","23.525","23.525","23.045","1.76K","-1.35%"
"Apr 27, 2022","23.570","23.780","23.820","23.400","0.67K","-0.36%"
"Apr 26, 2022","23.656","23.965","24.085","23.565","0.82K","-0.60%"
"Apr 25, 2022","23.798","24.335","24.335","23.585","1.78K","-1.62%"
"Apr 24, 2022","24.190","24.275","24.275","24.133","-","-0.85%"
"Apr 22, 2022","24.397","24.785","24.810","24.260","1.24K","-1.56%"
"Apr 21, 2022","24.783","25.300","25.345","24.670","1.16K","-2.56%"
"Apr 20, 2022","25.433","25.395","25.505","25.155","1.46K","-0.48%"
"Apr 19, 2022","25.556","26.135","26.280","25.410","1.49K","-2.89%"
"Apr 18, 2022","26.316","26.005","26.650","26.005","0.89K","0.77%"
"Apr 17, 2022","26.115","25.863","26.115","25.775","-","1.01%"
"Apr 15, 2022","25.855","25.855","25.855","25.855","-","-0.05%"
"Apr 14, 2022","25.868","26.115","26.230","25.655","0.73K","-1.26%"
"Apr 13, 2022","26.197","25.755","26.215","25.755","1.83K","1.15%"
"Apr 12, 2022","25.899","25.520","25.945","25.205","1.08K","2.98%"
"Apr 11, 2022","25.149","25.150","25.690","24.980","0.90K","1.01%"
"Apr 10, 2022","24.898","24.920","24.980","24.885","-","-0.39%"
"Apr 08, 2022","24.996","24.870","25.010","24.720","0.77K","0.37%"
"Apr 07, 2022","24.904","24.740","24.930","24.580","0.68K","1.15%"
"Apr 06, 2022","24.620","24.655","24.745","24.425","0.40K","-0.30%"
"Apr 05, 2022","24.693","24.960","25.235","24.570","0.67K","-0.20%"
"Apr 04, 2022","24.743","24.860","25.125","24.560","0.50K","0.01%"
"Apr 03, 2022","24.740","24.720","24.780","24.705","-","-0.25%"
"Apr 01, 2022","24.801","25.120","25.120","24.775","0.36K","-1.91%"
"Mar 31, 2022","25.285","25.170","25.425","24.835","0.67K","0.15%"
"Mar 30, 2022","25.248","25.030","25.370","25.030","0.16K","1.54%"
"Mar 29, 2022","24.865","25.140","25.145","24.220","0.32K","-1.79%"
"Mar 28, 2022","25.318","25.825","25.825","25.135","0.41K","-1.38%"
"Mar 27, 2022","25.672","25.625","25.790","25.622","-","-0.22%"
"Mar 25, 2022","25.729","25.975","26.090","25.655","0.41K","-1.07%"
"Mar 24, 2022","26.007","25.410","26.160","25.295","0.66K","2.78%"
"Mar 23, 2022","25.304","24.990","25.445","24.965","0.27K","1.16%"
"Mar 22, 2022","25.014","25.450","25.635","24.855","0.44K","-1.53%"
"Mar 21, 2022","25.403","25.285","25.560","25.200","0.27K","1.42%"
"Mar 20, 2022","25.047","25.090","25.293","25.047","-","-0.47%"
"Mar 18, 2022","25.165","25.645","25.645","25.145","0.08K","-2.01%"
"Mar 17, 2022","25.681","25.390","25.745","25.390","0.17K","3.72%"
"Mar 16, 2022","24.761","25.080","25.195","24.680","0.35K","-1.71%"
"Mar 15, 2022","25.191","25.055","25.250","24.800","1.16K","-0.59%"
"Mar 14, 2022","25.340","26.230","26.230","25.210","0.61K","-2.16%"
"Mar 13, 2022","25.900","26.145","26.282","25.855","-","-1.11%"
"Mar 11, 2022","26.190","26.050","26.265","25.710","1.33K","-0.27%"
"Mar 10, 2022","26.260","25.970","26.390","25.650","1.49K","1.74%"
"Mar 09, 2022","25.811","27.245","27.275","25.760","1.77K","-4.11%"
"Mar 08, 2022","26.918","25.755","27.335","25.655","1.67K","4.31%"
"Mar 07, 2022","25.807","26.100","26.410","25.650","1.95K","-1.63%"
"Mar 06, 2022","26.235","25.863","26.275","25.863","-","1.35%"
"Mar 04, 2022","25.885","25.400","25.955","25.290","0.63K","2.22%"
"Mar 03, 2022","25.322","25.500","25.750","25.220","0.39K","0.09%"
"Mar 02, 2022","25.300","25.535","25.535","25.135","0.47K","-1.33%"
"Mar 01, 2022","25.642","24.530","25.700","24.530","0.66K","4.76%"
"Feb 28, 2022","24.477","24.685","24.755","24.365","0.46K","0.07%"
"Feb 27, 2022","24.460","24.195","24.795","24.195","-","1.29%"
"Feb 25, 2022","24.148","24.570","24.600","24.055","0.42K","-2.77%"
"Feb 24, 2022","24.836","24.755","25.730","24.025","0.50K","0.40%"
"Feb 23, 2022","24.738","24.290","24.790","24.290","0.19K","1.01%"
"Feb 22, 2022","24.491","24.080","24.500","23.980","0.46K","1.88%"
"Feb 21, 2022","24.038","24.032","24.207","23.707","-","0.02%"
"Feb 20, 2022","24.032","23.940","24.090","23.920","-","-0.63%"
"Feb 18, 2022","24.184","24.045","24.200","24.005","0.17K","0.48%"
"Feb 17, 2022","24.068","23.810","24.080","23.810","0.37K","1.15%"
"Feb 16, 2022","23.794","23.550","23.795","23.550","0.25K","1.16%"
"Feb 15, 2022","23.522","24.150","24.150","23.340","0.37K","-2.17%"
"Feb 14, 2022","24.043","23.965","24.110","23.800","0.30K","1.66%"
"Feb 13, 2022","23.650","23.617","23.655","23.555","-","0.37%"
"Feb 11, 2022","23.562","23.315","23.825","23.110","0.75K","-0.63%"
"Feb 10, 2022","23.712","23.480","23.895","23.415","1.49K","0.92%"
"Feb 09, 2022","23.497","23.460","23.505","23.320","0.65K","0.63%"
"Feb 08, 2022","23.349","23.005","23.385","22.980","0.40K","0.56%"
"Feb 07, 2022","23.220","22.890","23.250","22.890","0.39K","2.78%"
"Feb 06, 2022","22.593","22.510","22.605","22.500","-","-0.12%"
"Feb 04, 2022","22.621","22.635","22.665","22.525","0.96K","0.48%"
"Feb 03, 2022","22.514","22.650","22.650","22.145","0.20K","-1.44%"
"Feb 02, 2022","22.843","22.955","22.955","22.765","0.13K","0.48%"
"Feb 01, 2022","22.733","22.715","23.085","22.695","0.21K","0.89%"
"Jan 31, 2022","22.533","22.660","22.665","22.520","0.17K","0.54%"
"Jan 30, 2022","22.413","22.367","22.475","22.367","-","-0.10%"
"Jan 28, 2022","22.436","22.915","22.915","22.300","0.19K","-1.65%"
"Jan 27, 2022","22.813","23.545","23.545","22.805","0.60K","-4.72%"
"Jan 26, 2022","23.942","23.935","24.115","23.610","0.33K","-0.39%"
"Jan 25, 2022","24.035","24.115","24.145","23.805","0.26K","0.42%"
"Jan 24, 2022","23.935","24.360","24.360","23.805","0.09K","-1.66%"
"Jan 23, 2022","24.340","24.330","24.360","24.235","-","-0.47%"
"Jan 21, 2022","24.455","24.615","24.750","24.415","0.24K","-1.57%"
"Jan 20, 2022","24.846","24.300","24.875","24.280","0.50K","2.00%"
"Jan 19, 2022","24.360","23.840","24.380","23.840","0.10K","3.14%"
"Jan 18, 2022","23.619","23.000","23.720","23.000","0.12K","2.50%"
"Jan 17, 2022","23.043","22.970","23.133","22.855","-","0.33%"
"Jan 16, 2022","22.968","22.942","22.988","22.935","-","-0.33%"
"Jan 14, 2022","23.045","23.240","23.355","22.990","0.38K","-1.06%"
"Jan 13, 2022","23.293","23.285","23.375","23.200","0.23K","-0.18%"
"Jan 12, 2022","23.335","23.030","23.355","23.030","0.35K","1.73%"
"Jan 11, 2022","22.938","22.610","22.950","22.610","0.27K","1.57%"
"Jan 10, 2022","22.583","22.435","22.655","22.435","0.37K","0.89%"
"Jan 09, 2022","22.383","22.387","22.420","22.328","-","-0.62%"
"Jan 07, 2022","22.523","22.240","22.545","22.200","0.50K","1.01%"
"Jan 06, 2022","22.297","22.600","22.600","22.140","0.08K","-4.21%"
"Jan 05, 2022","23.277","22.900","22.915","22.860","0.02K","0.50%"
"Jan 04, 2022","23.161","22.940","23.210","22.800","0.10K","1.06%"
"Jan 03, 2022","22.918","23.420","23.435","22.880","0.08K","-1.76%"
"Jan 02, 2022","23.328","23.375","23.435","23.323","-","-0.55%"
"Dec 31, 2021","23.456","23.280","23.465","23.240","0.10K","1.26%"
"Dec 30, 2021","23.164","22.775","23.180","22.775","0.04K","0.90%"
"Dec 29, 2021","22.957","23.250","23.250","22.720","0.04K","-1.14%"
"Dec 28, 2021","23.221","23.335","23.520","23.265","0.01K","0.57%"
"Dec 27, 2021","23.089","22.945","23.190","22.835","0.04K","0.92%"
"Dec 26, 2021","22.878","22.933","22.940","22.810","-","-0.14%"
"Dec 24, 2021","22.910","22.910","22.910","22.910","-","-0.56%"
"Dec 23, 2021","23.039","22.980","23.020","22.920","0.03K","0.51%"
"Dec 22, 2021","22.922","22.620","22.950","22.620","0.01K","1.28%"
"Dec 21, 2021","22.632","22.505","22.850","22.505","0.02K","1.07%"
"Dec 20, 2021","22.392","22.405","22.405","22.360","0.04K","0.13%"
"Dec 19, 2021","22.363","22.370","22.410","22.352","-","-1.20%"
"Dec 17, 2021","22.635","22.570","22.750","22.545","0.09K","0.19%"
"Dec 16, 2021","22.591","22.340","22.635","22.340","0.09K","4.35%"
"Dec 15, 2021","21.649","22.035","22.195","21.585","0.25K","-1.72%"
"Dec 14, 2021","22.029","22.240","22.240","22.035","0.17K","-1.82%"
"Dec 13, 2021","22.438","22.430","22.455","22.390","0.23K","0.91%"
"Dec 12, 2021","22.235","22.210","22.262","22.192","-","-0.30%"
"Dec 10, 2021","22.301","21.995","22.310","21.995","0.32K","0.84%"
"Dec 09, 2021","22.116","22.220","22.220","21.975","0.25K","-1.83%"
"Dec 08, 2021","22.529","22.465","22.535","22.465","0.35K","-0.44%"
"Dec 07, 2021","22.628","22.565","22.720","22.490","0.30K","1.17%"
"Dec 06, 2021","22.367","22.450","22.450","22.375","0.01K","-1.04%"
"Dec 05, 2021","22.602","22.562","22.628","22.508","-","0.09%"
"Dec 03, 2021","22.582","22.420","22.615","22.200","0.04K","0.69%"
"Dec 02, 2021","22.427","22.465","22.610","22.415","0.04K","-0.12%"
"Dec 01, 2021","22.455","23.130","23.130","22.590","0.17K","-2.08%"
"Nov 30, 2021","22.932","23.090","23.375","22.885","0.11K","-0.17%"
"Nov 29, 2021","22.972","23.490","23.520","22.910","0.26K","-2.62%"
"Nov 28, 2021","23.590","23.415","23.595","23.337","-","1.49%"
"Nov 26, 2021","23.243","23.745","23.745","23.200","0.12K","-1.44%"
"Nov 25, 2021","23.582","23.585","23.733","23.562","-","-0.27%"
"Nov 24, 2021","23.647","23.635","23.700","23.630","0.13K","0.17%"
"Nov 23, 2021","23.607","24.470","24.470","23.610","0.15K","-3.55%"
"Nov 22, 2021","24.477","24.815","25.005","24.455","0.12K","-0.70%"
"Nov 21, 2021","24.650","24.655","24.688","24.555","-","-1.19%"
"Nov 19, 2021","24.946","25.115","25.115","24.805","0.17K","-0.44%"
"Nov 18, 2021","25.055","25.315","25.315","25.220","0.08K","-1.06%"
"Nov 17, 2021","25.324","25.055","25.325","25.055","0.02K","0.90%"
"Nov 16, 2021","25.099","25.555","25.555","25.035","0.07K","-0.62%"
"Nov 15, 2021","25.256","25.220","25.470","25.220","0.05K","-0.67%"
"Nov 14, 2021","25.427","25.413","25.462","25.390","-","-0.28%"
"Nov 12, 2021","25.499","25.240","25.600","25.220","0.05K","0.21%"
"Nov 11, 2021","25.445","24.995","25.475","24.995","0.13K","2.15%"
"Nov 10, 2021","24.910","24.460","25.310","24.250","0.23K","1.82%"
"Nov 09, 2021","24.464","24.625","24.635","24.360","0.11K","-0.90%"
"Nov 08, 2021","24.685","24.485","24.690","24.465","0.24K","1.94%"
"Nov 07, 2021","24.215","24.212","24.277","24.210","-","-0.34%"
"Nov 05, 2021","24.298","24.015","24.355","23.990","0.12K","1.22%"
"Nov 04, 2021","24.004","23.695","24.175","23.610","0.22K","3.06%"
"Nov 03, 2021","23.291","23.720","23.720","23.340","0.37K","-1.30%"
"Nov 02, 2021","23.597","24.035","24.035","23.590","0.34K","-2.36%"
"Nov 01, 2021","24.168","24.040","24.040","23.955","0.35K","1.38%"
"Oct 31, 2021","23.840","23.950","23.983","23.808","-","-0.82%"
"Oct 29, 2021","24.036","24.175","24.175","23.855","0.26K","-0.87%"
"Oct 28, 2021","24.247","24.260","24.295","24.255","0.17K","-0.44%"
"Oct 27, 2021","24.354","24.235","24.365","24.235","0.14K","0.44%"
"Oct 26, 2021","24.248","24.645","24.645","24.165","0.06K","-2.00%"
"Oct 25, 2021","24.743","24.635","24.635","24.635","0.03K","1.19%"
"Oct 24, 2021","24.453","24.380","24.470","24.358","-","-0.64%"
"Oct 22, 2021","24.610","24.400","24.765","24.370","0.05K","1.18%"
"Oct 21, 2021","24.322","24.280","24.455","24.280","0.09K","-1.08%"
"Oct 20, 2021","24.588","23.965","24.625","23.965","0.12K","2.32%"
"Oct 19, 2021","24.030","23.595","24.225","23.595","0.07K","2.60%"
"Oct 18, 2021","23.422","23.595","23.595","23.320","0.07K","0.15%"
"Oct 17, 2021","23.387","23.335","23.427","23.335","-","-0.48%"
"Oct 15, 2021","23.500","23.675","23.685","23.305","0.16K","-0.54%"
"Oct 14, 2021","23.628","23.205","23.760","23.145","0.04K","1.28%"
"Oct 13, 2021","23.329","23.100","23.395","23.100","0.09K","2.88%"
"Oct 12, 2021","22.677","22.760","22.760","22.550","0.03K","-0.66%"
"Oct 11, 2021","22.827","22.850","22.850","22.815","0.03K","0.93%"
"Oct 10, 2021","22.617","22.680","22.738","22.575","-","-1.08%"
"Oct 08, 2021","22.863","22.660","23.365","22.660","0.03K","0.20%"
"Oct 07, 2021","22.818","22.665","22.865","22.660","0.03K","0.59%"
"Oct 06, 2021","22.685","22.435","22.835","22.435","0.14K","-0.30%"
"Oct 05, 2021","22.754","22.645","22.775","22.645","0.33K","-0.14%"
"Oct 04, 2021","22.785","22.700","22.700","22.430","0.30K","0.45%"
"Oct 03, 2021","22.683","22.560","22.790","22.540","-","0.04%"
"Oct 01, 2021","22.674","22.500","22.720","22.500","0.29K","2.25%"
"Sep 30, 2021","22.175","21.515","22.225","21.460","0.16K","2.59%"
"Sep 29, 2021","21.616","21.960","21.960","21.655","0.13K","-4.33%"
"Sep 28, 2021","22.595","22.430","22.430","22.430","0.06K","-1.01%"
"Sep 27, 2021","22.826","22.700","22.965","22.700","0.02K","1.84%"
"Sep 26, 2021","22.413","22.405","22.445","22.395","-","-0.64%"
"Sep 24, 2021","22.558","22.465","22.465","22.465","0.05K","-1.14%"
"Sep 23, 2021","22.818","22.590","22.800","22.520","0.00K","-1.00%"
"Sep 22, 2021","23.048","22.835","23.265","22.835","0.01K","1.30%"
"Sep 21, 2021","22.753","22.835","22.845","22.660","0.01K","1.82%"
"Sep 20, 2021","22.347","22.625","22.625","22.315","0.01K","-0.05%"
"Sep 19, 2021","22.358","22.302","22.392","22.142","-","-0.55%"
"Sep 17, 2021","22.482","23.165","23.165","22.500","0.01K","-1.95%"
"Sep 16, 2021","22.930","23.130","23.130","22.935","0.05K","-4.19%"
"Sep 15, 2021","23.934","23.865","23.940","23.670","0.01K","-0.36%"
"Sep 14, 2021","24.020","23.695","23.860","23.645","0.09K","0.39%"
"Sep 13, 2021","23.926","23.780","23.780","23.780","0.01K","0.52%"
"Sep 12, 2021","23.802","23.815","23.835","23.780","-","-0.94%"
"Sep 10, 2021","24.029","24.050","24.050","24.050","0.06K","-1.13%"
"Sep 09, 2021","24.303","24.005","24.300","24.005","0.02K","0.52%"
"Sep 08, 2021","24.178","24.425","24.425","24.165","0.03K","-1.35%"
"Sep 07, 2021","24.508","25.000","25.000","25.000","0.20K","-0.95%"
"Sep 06, 2021","24.742","24.808","24.887","24.707","-","-0.28%"
"Sep 05, 2021","24.812","24.797","24.867","24.775","-","-0.53%"
"Sep 03, 2021","24.944","24.900","24.900","24.900","0.01K","3.66%"
"Sep 02, 2021","24.064","23.900","23.900","23.890","0.03K","-1.32%"
"Sep 01, 2021","24.385","24.200","24.435","24.200","0.00K","0.86%"
"Aug 31, 2021","24.176","23.965","23.965","23.965","0.01K","0.02%"
"Aug 30, 2021","24.171","24.195","24.195","24.170","0.01K","0.10%"
"Aug 29, 2021","24.148","24.078","24.163","24.060","-","-0.55%"
"Aug 27, 2021","24.282","24.280","24.280","24.280","0.01K","2.18%"
"Aug 26, 2021","23.765","23.845","23.845","23.845","0.00K","-0.94%"
"Aug 25, 2021","23.990","24.055","24.055","24.055","0.00K","-0.43%"
"Aug 24, 2021","24.093","23.625","23.970","23.590","0.01K","0.93%"
"Aug 23, 2021","23.872","23.895","23.895","23.895","0.08K","4.03%"
"Aug 22, 2021","22.948","22.973","23.040","22.938","-","-1.65%"
"Aug 20, 2021","23.333","23.255","23.255","22.885","0.13K","-0.52%"
"Aug 19, 2021","23.456","23.355","23.395","23.195","0.00K","-0.81%"
"Aug 18, 2021","23.647","23.570","23.575","23.570","0.00K","-0.98%"
"Aug 17, 2021","23.882","23.990","23.990","23.905","0.01K","-0.56%"
"Aug 16, 2021","24.017","23.755","23.885","23.425","0.00K","1.47%"
"Aug 15, 2021","23.668","23.715","23.753","23.663","-","-1.41%"
"Aug 13, 2021","24.006","23.650","23.650","23.650","0.00K","2.86%"
"Aug 12, 2021","23.338","23.690","23.690","23.430","0.01K","-1.56%"
"Aug 11, 2021","23.708","23.500","23.500","23.500","0.00K","0.42%"
"Aug 10, 2021","23.609","23.525","23.525","23.330","0.02K","0.48%"
"Aug 09, 2021","23.497","23.500","23.695","23.500","0.01K","-0.38%"
"Aug 08, 2021","23.587","24.332","24.380","22.295","-","-3.97%"
"Aug 06, 2021","24.561","24.570","24.600","24.570","0.05K","-3.77%"
"Aug 05, 2021","25.524","25.600","25.600","25.600","0.01K","-0.67%"
"Aug 04, 2021","25.695","26.160","26.245","25.640","0.01K","-0.42%"
"Aug 03, 2021","25.803","25.675","25.675","25.675","0.00K","0.02%"
"Aug 02, 2021","25.799","25.725","25.725","25.700","0.01K","0.93%"
"Aug 01, 2021","25.562","25.530","25.575","25.512","-","-0.80%"
"Jul 30, 2021","25.769","25.605","25.620","25.495","0.03K","-0.87%"
"Jul 29, 2021","25.996","25.850","26.000","25.850","0.05K","3.62%"
"Jul 28, 2021","25.088","24.730","25.060","24.655","54.85K","0.96%"
"Jul 27, 2021","24.849","24.885","24.885","24.765","0.01K","-2.60%"
"Jul 26, 2021","25.513","25.475","25.475","25.380","0.01K","1.16%"
"Jul 25, 2021","25.220","25.227","25.227","25.214","-","-0.80%"
"Jul 23, 2021","25.424","25.335","25.335","25.335","0.00K","-0.58%"
"Jul 22, 2021","25.572","25.330","25.515","25.060","48.08K","0.50%"
"Jul 21, 2021","25.446","25.125","25.125","24.980","0.00K","1.04%"
"Jul 20, 2021","25.183","25.065","25.065","25.065","0.00K","-0.59%"
"Jul 19, 2021","25.333","25.415","25.415","25.415","0.01K","-1.61%"
"Jul 18, 2021","25.747","25.707","25.753","25.665","-","-0.92%"
"Jul 16, 2021","25.985","26.430","26.550","25.640","78.28K","-2.22%"
"Jul 15, 2021","26.574","26.495","26.555","26.495","0.00K","0.46%"
"Jul 14, 2021","26.452","26.055","26.575","26.010","65.10K","0.52%"
"Jul 13, 2021","26.316","26.320","26.440","26.005","50.73K","-0.35%"
"Jul 12, 2021","26.409","26.300","26.385","26.280","0.04K","0.83%"
"Jul 11, 2021","26.192","26.198","26.212","26.175","-","-0.82%"
"Jul 09, 2021","26.409","26.260","26.300","26.260","0.00K","0.94%"
"Jul 08, 2021","26.162","26.200","26.200","26.200","0.00K","-0.56%"
"Jul 07, 2021","26.309","26.265","26.545","26.060","50.06K","-0.15%"
"Jul 06, 2021","26.348","26.775","26.775","26.775","0.00K","-0.72%"
"Jul 05, 2021","26.538","26.698","26.745","26.503","-","-0.45%"
"Jul 02, 2021","26.657","26.145","26.700","26.100","0.01K","1.43%"
"Jul 01, 2021","26.281","26.645","26.645","26.645","0.00K","-0.45%"
"Jun 30, 2021","26.399","25.875","26.275","25.800","44.64K","1.15%"
"Jun 29, 2021","26.099","26.235","26.235","25.580","75.84K","-1.32%"
"Jun 28, 2021","26.449","26.215","26.300","25.890","0.74K","0.98%"
"Jun 27, 2021","26.192","26.098","26.218","26.098","-","-0.56%"
"Jun 25, 2021","26.339","26.040","26.380","26.000","0.43K","0.14%"
"Jun 24, 2021","26.301","25.935","26.250","25.925","1.01K","-0.24%"
"Jun 23, 2021","26.364","25.860","26.355","25.850","0.00K","0.98%"
"Jun 22, 2021","26.109","26.175","26.175","26.175","0.00K","-0.65%"
"Jun 21, 2021","26.279","25.950","26.115","25.675","0.21K","1.35%"
"Jun 20, 2021","25.930","25.835","25.977","25.830","-","-1.11%"
"Jun 18, 2021","26.222","26.030","26.505","25.880","0.10K","0.45%"
"Jun 17, 2021","26.105","27.200","27.300","25.875","0.44K","-6.97%"
"Jun 16, 2021","28.061","27.800","27.930","26.820","0.28K","0.45%"
"Jun 15, 2021","27.934","27.945","27.945","27.945","0.00K","-1.21%"
"Jun 14, 2021","28.276","28.300","28.340","27.960","0.01K","1.15%"
"Jun 13, 2021","27.955","28.050","28.122","27.948","-","-1.50%"
"Jun 11, 2021","28.381","28.620","28.620","28.395","0.01K","0.38%"
"Jun 10, 2021","28.273","28.105","28.105","28.105","0.00K","0.08%"
"Jun 09, 2021","28.249","27.750","28.000","27.685","0.00K","0.97%"
"Jun 08, 2021","27.979","28.110","28.115","27.700","0.03K","-1.01%"
"Jun 07, 2021","28.265","27.920","28.070","27.630","0.29K","1.39%"
"Jun 06, 2021","27.878","27.918","27.918","27.863","-","-0.99%"
"Jun 04, 2021","28.158","28.240","28.240","28.240","0.00K","1.55%"
"Jun 03, 2021","27.727","28.320","28.320","27.170","0.01K","-2.59%"
"Jun 02, 2021","28.465","28.550","28.550","28.550","0.02K","0.49%"
"Jun 01, 2021","28.327","28.715","28.770","28.375","0.01K","0.48%"
"May 31, 2021","28.192","28.055","28.258","27.997","-","0.48%"
"May 30, 2021","28.058","28.060","28.085","28.035","-","-0.44%"
"May 28, 2021","28.181","27.770","28.035","27.770","0.01K","0.24%"
"May 27, 2021","28.113","27.805","28.020","27.635","3.28K","0.24%"
"May 26, 2021","28.047","28.320","28.320","28.320","0.00K","-0.66%"
"May 25, 2021","28.232","27.880","28.160","27.545","69.31K","0.54%"
"May 24, 2021","28.080","27.690","28.015","27.550","51.12K","1.53%"
"May 23, 2021","27.657","27.648","27.677","27.598","-","-0.01%"
"May 21, 2021","27.659","27.870","28.195","27.265","78.64K","-2.04%"
"May 20, 2021","28.234","28.175","28.175","28.175","0.00K","0.15%"
"May 19, 2021","28.191","28.475","28.475","28.380","0.01K","-1.10%"
"May 18, 2021","28.504","28.325","28.900","28.120","77.21K","0.23%"
"May 17, 2021","28.440","28.010","28.010","28.010","0.00K","3.11%"
"May 16, 2021","27.582","27.483","27.610","27.455","-","0.18%"
"May 14, 2021","27.533","27.190","27.595","26.920","58.61K","1.15%"
