Time,bit-x,bitfinex,bitstamp,btce,coinbase,itbit,kraken,mtgox,okcoin,others
2012-12-22 00:00:00 UTC,,,3234.87844360352,2047.34236585025,,,,26782.030203908,,
2012-12-23 00:00:00 UTC,,,3868.43586758737,1995.37447221201,,,,27292.1198492398,,
2012-12-24 00:00:00 UTC,,,3671.92847030861,1902.52997048812,,,,24866.5375535124,,
2012-12-25 00:00:00 UTC,,,3393.37279836316,1641.30038849528,,,,23908.1056723218,,
2012-12-26 00:00:00 UTC,,,3022.34862128999,1700.1735985331,,,,23385.6940210625,,
2012-12-27 00:00:00 UTC,,,2505.15771186588,1552.44655710539,,,,23959.6626379125,,
2012-12-28 00:00:00 UTC,,,2159.61774625027,1457.23025929266,,,,24006.9810478602,,
2012-12-29 00:00:00 UTC,,,2132.12777090181,1247.59502998525,,,,21130.5514822996,,
2012-12-30 00:00:00 UTC,,,2089.19197756136,1220.95793547328,,,,21769.6924710571,,
2012-12-31 00:00:00 UTC,,,1990.1621396116,1341.42907802583,,,,24359.3514038039,,
2013-01-01 00:00:00 UTC,,,2234.12128285486,1365.4710092896,,,,24845.971498567,,
2013-01-02 00:00:00 UTC,,,1700.53295327559,1212.05893509249,,,,24282.2762718493,,
2013-01-03 00:00:00 UTC,,,1615.49003853974,1273.83104130446,,,,20979.9583413646,,
2013-01-04 00:00:00 UTC,,,1926.30207579561,1187.72970402443,,,,21030.1795710681,,
2013-01-05 00:00:00 UTC,,,2773.08457629766,1399.57326251991,,,,22919.4411209228,,
2013-01-06 00:00:00 UTC,,,2796.87482718494,1492.74795727673,,,,22008.3572213055,,
2013-01-07 00:00:00 UTC,,,3173.48586472088,2015.16299681552,,,,23752.7963708428,,
2013-01-08 00:00:00 UTC,,,3143.12159299635,2272.8473720847,,,,27020.4921474807,,
2013-01-09 00:00:00 UTC,,,2627.73419439254,2628.06420066945,,,,27291.6891831308,,
2013-01-10 00:00:00 UTC,,,4483.82522726355,2443.29522040698,,,,33912.4230349044,,
2013-01-11 00:00:00 UTC,,,3278.57090361723,1642.05331867796,,,,31824.4139518716,,
2013-01-12 00:00:00 UTC,,,2801.32763406952,1602.62258444533,,,,28621.1250748828,,
2013-01-13 00:00:00 UTC,,,3271.43858774822,1605.0831090874,,,,33934.5684016574,,
2013-01-14 00:00:00 UTC,,,2833.6249950638,1607.18377107597,,,,29539.2450511102,,
2013-01-15 00:00:00 UTC,,,2459.8730332009,1649.27324681672,,,,31993.0947704404,,
2013-01-16 00:00:00 UTC,,,4503.88539678421,1574.10861155914,,,,40143.0068591659,,
2013-01-17 00:00:00 UTC,,,4765.43423090382,2009.3643367963,,,,46986.5707553393,,
